mode,outer_fold,stage,fold,role,nct_id
temporal,1,inner,1,validation,NCT00741260
temporal,1,inner,1,validation,NCT00612586
temporal,1,inner,1,validation,NCT00632359
temporal,1,inner,1,validation,NCT00700882
temporal,1,inner,1,validation,NCT00794950
temporal,1,inner,1,validation,NCT00642018
temporal,1,inner,1,validation,NCT00699491
temporal,1,inner,1,validation,NCT00652366
temporal,1,inner,1,validation,NCT01246557
temporal,1,inner,1,validation,NCT00952731
temporal,1,inner,1,validation,NCT00717756
temporal,1,inner,1,validation,NCT00822120
temporal,1,inner,1,validation,NCT00788957
temporal,1,inner,1,validation,NCT00942877
temporal,1,inner,1,validation,NCT01027910
temporal,1,inner,1,validation,NCT00900627
temporal,1,inner,1,validation,NCT00599170
temporal,1,inner,1,validation,NCT00679341
temporal,2,outer,2,train,NCT00108953
temporal,2,outer,2,train,NCT01286077
temporal,2,outer,2,train,NCT01051557
temporal,2,outer,2,train,NCT00111839
temporal,2,outer,2,train,NCT01274351
temporal,2,outer,2,train,NCT00176605
temporal,2,outer,2,train,NCT00611351
temporal,2,outer,2,train,NCT00923936
temporal,2,outer,2,train,NCT02006667
temporal,2,outer,2,train,NCT00679367
temporal,2,outer,2,train,NCT00301964
temporal,2,outer,2,train,NCT01093586
temporal,2,outer,2,train,NCT00399529
temporal,2,outer,2,train,NCT00859937
temporal,2,outer,2,train,NCT01087970
temporal,2,outer,2,train,NCT00335829
temporal,2,outer,2,train,NCT00494481
temporal,2,outer,2,train,NCT00577122
temporal,2,outer,2,train,NCT00767819
temporal,2,outer,2,train,NCT00712881
temporal,2,outer,2,train,NCT00859222
temporal,2,outer,2,train,NCT00126672
temporal,2,outer,2,train,NCT00216203
temporal,2,outer,2,train,NCT00361231
temporal,2,outer,2,train,NCT00287872
temporal,2,outer,2,train,NCT01350245
temporal,2,outer,2,train,NCT00744900
temporal,2,outer,2,train,NCT00940316
temporal,2,outer,2,train,NCT01053949
temporal,2,outer,2,train,NCT01135498
temporal,2,outer,2,train,NCT01058655
temporal,2,outer,2,train,NCT01146795
temporal,2,outer,2,train,NCT00460109
temporal,2,outer,2,train,NCT00723099
temporal,2,outer,2,train,NCT01660711
temporal,2,outer,2,train,NCT00089999
temporal,2,outer,2,train,NCT00578864
temporal,2,outer,2,train,NCT00071006
temporal,2,outer,2,train,NCT00103207
temporal,2,outer,2,train,NCT00305877
temporal,2,outer,2,train,NCT01996332
temporal,2,outer,2,train,NCT01532687
temporal,2,outer,2,train,NCT00166439
temporal,2,outer,2,train,NCT00691301
temporal,2,outer,2,train,NCT00598507
temporal,2,outer,2,train,NCT01126736
temporal,2,outer,2,train,NCT00390611
temporal,2,outer,2,train,NCT00409565
temporal,2,outer,2,train,NCT00731211
temporal,2,outer,2,train,NCT01462695
temporal,2,outer,2,train,NCT01750281
temporal,2,outer,2,train,NCT00004092
temporal,2,outer,2,train,NCT00586495
temporal,2,outer,2,train,NCT00039195
temporal,2,outer,2,train,NCT00372775
temporal,2,outer,2,train,NCT00515411
temporal,2,outer,2,train,NCT00271609
temporal,2,outer,2,train,NCT01611259
temporal,2,outer,2,train,NCT00371254
temporal,2,outer,2,train,NCT01418742
temporal,2,outer,2,train,NCT01057589
temporal,2,outer,2,train,NCT00403403
temporal,2,outer,2,train,NCT01492088
temporal,2,outer,2,train,NCT00679783
temporal,2,outer,2,train,NCT00667394
temporal,2,outer,2,train,NCT00085566
temporal,2,outer,2,train,NCT00948922
temporal,2,outer,2,train,NCT00968253
temporal,2,outer,2,train,NCT00119262
temporal,2,outer,2,train,NCT00672594
temporal,2,outer,2,train,NCT00182689
temporal,2,outer,2,train,NCT00313560
temporal,2,outer,2,train,NCT00360360
temporal,2,outer,2,train,NCT00161213
temporal,2,outer,2,train,NCT00137423
temporal,2,outer,2,train,NCT01262820
temporal,2,outer,2,train,NCT00881296
temporal,2,outer,2,train,NCT00345540
temporal,2,outer,2,train,NCT01664182
temporal,2,outer,2,train,NCT00669162
temporal,2,outer,2,train,NCT00387959
temporal,2,outer,2,train,NCT00267696
temporal,2,outer,2,train,NCT00687297
temporal,2,outer,2,train,NCT00567359
temporal,2,outer,2,train,NCT00774046
temporal,2,outer,2,train,NCT01004003
temporal,2,outer,2,train,NCT02597322
temporal,2,outer,2,train,NCT01088529
temporal,2,outer,2,train,NCT00185588
temporal,2,outer,2,train,NCT01211483
temporal,2,outer,2,train,NCT01014351
temporal,2,outer,2,train,NCT00720356
temporal,2,outer,2,train,NCT00439231
temporal,2,outer,2,train,NCT01216683
temporal,2,outer,2,train,NCT00787761
temporal,2,outer,2,train,NCT00859469
temporal,2,outer,2,train,NCT00271505
temporal,2,outer,2,train,NCT00520403
temporal,2,outer,2,train,NCT00004888
temporal,2,outer,2,train,NCT00216021
temporal,2,outer,2,train,NCT00602771
temporal,2,outer,2,train,NCT01256398
temporal,2,outer,2,train,NCT00269152
temporal,2,outer,2,train,NCT00436644
temporal,2,outer,2,train,NCT02280252
temporal,2,outer,2,train,NCT00550771
temporal,2,outer,2,train,NCT00409006
temporal,2,outer,2,train,NCT00867321
temporal,2,outer,2,train,NCT01174238
temporal,2,outer,2,train,NCT00562978
temporal,2,outer,2,train,NCT00444678
temporal,2,outer,2,train,NCT01136733
temporal,2,outer,2,train,NCT00463060
temporal,2,outer,2,train,NCT00942825
temporal,2,outer,2,train,NCT00368355
temporal,2,outer,2,train,NCT00921115
temporal,2,outer,2,train,NCT00742625
temporal,2,outer,2,train,NCT00847015
temporal,2,outer,2,train,NCT00459108
temporal,2,outer,2,train,NCT01505413
temporal,2,outer,2,train,NCT01305213
temporal,2,outer,2,train,NCT00118144
temporal,2,outer,2,train,NCT00238121
temporal,2,outer,2,train,NCT00790855
temporal,2,outer,2,train,NCT00579826
temporal,2,outer,2,train,NCT00885755
temporal,2,outer,2,train,NCT01451515
temporal,2,outer,2,train,NCT00924326
temporal,2,outer,2,train,NCT00824746
temporal,2,outer,2,train,NCT00499343
temporal,2,outer,2,train,NCT00796549
temporal,2,outer,2,train,NCT01646125
temporal,2,outer,2,train,NCT01264705
temporal,2,outer,2,train,NCT00438880
temporal,2,outer,2,train,NCT01095094
temporal,2,outer,2,train,NCT01348919
temporal,2,outer,2,train,NCT01133665
temporal,2,outer,2,train,NCT01310036
temporal,2,outer,2,train,NCT00813293
temporal,2,outer,2,train,NCT00661193
temporal,2,outer,2,train,NCT00039130
temporal,2,outer,2,train,NCT00537381
temporal,2,outer,2,train,NCT00775593
temporal,2,outer,2,train,NCT01124734
temporal,2,outer,2,train,NCT00117351
temporal,2,outer,2,train,NCT00459875
temporal,2,outer,2,train,NCT00309842
temporal,2,outer,2,train,NCT01246986
temporal,2,outer,2,train,NCT00057837
temporal,2,outer,2,train,NCT00427557
temporal,2,outer,2,train,NCT00323869
temporal,2,outer,2,train,NCT00432172
temporal,2,outer,2,train,NCT00890656
temporal,2,outer,2,train,NCT00066677
temporal,2,outer,2,train,NCT00633594
temporal,2,outer,2,train,NCT00398086
temporal,2,outer,2,train,NCT01332266
temporal,2,outer,2,train,NCT00129376
temporal,2,outer,2,train,NCT00826241
temporal,2,outer,2,train,NCT00517595
temporal,2,outer,2,train,NCT00219557
temporal,2,outer,2,train,NCT00875667
temporal,2,outer,2,train,NCT01340430
temporal,2,outer,2,train,NCT00473512
temporal,2,outer,2,train,NCT00369681
temporal,2,outer,2,train,NCT00778830
temporal,2,outer,2,train,NCT00372619
temporal,2,outer,2,train,NCT00411671
temporal,2,outer,2,train,NCT00887575
temporal,2,outer,2,train,NCT00900757
temporal,2,outer,2,train,NCT00124657
temporal,2,outer,2,train,NCT00711828
temporal,2,outer,2,train,NCT00113230
temporal,2,outer,2,train,NCT01091428
temporal,2,outer,2,train,NCT00545792
temporal,2,outer,2,train,NCT01203267
temporal,2,outer,2,train,NCT00493467
temporal,2,outer,2,train,NCT01397825
temporal,2,outer,2,train,NCT01131078
temporal,2,outer,2,train,NCT00468585
temporal,2,outer,2,train,NCT00737243
temporal,2,outer,2,train,NCT00201240
temporal,2,outer,2,train,NCT01232452
temporal,2,outer,2,train,NCT00862784
temporal,2,outer,2,train,NCT00457743
temporal,2,outer,2,train,NCT00815308
temporal,2,outer,2,train,NCT00244985
temporal,2,outer,2,train,NCT01111825
temporal,2,outer,2,train,NCT00288015
temporal,2,outer,2,train,NCT01698879
temporal,2,outer,2,train,NCT00959647
temporal,2,outer,2,train,NCT01313078
temporal,2,outer,2,train,NCT01004250
temporal,2,outer,2,train,NCT00986674
temporal,2,outer,2,train,NCT00038610
temporal,2,outer,2,train,NCT01763710
temporal,2,outer,2,train,NCT01045460
temporal,2,outer,2,train,NCT00881751
temporal,2,outer,2,train,NCT00800839
temporal,2,outer,2,train,NCT00517829
temporal,2,outer,2,train,NCT00537095
temporal,2,outer,2,train,NCT01534637
temporal,2,outer,2,train,NCT00532129
temporal,2,outer,2,train,NCT00553202
temporal,2,outer,2,train,NCT01298570
temporal,2,outer,2,train,NCT00329641
temporal,2,outer,2,train,NCT00515073
temporal,2,outer,2,train,NCT01633541
temporal,2,outer,2,train,NCT00709761
temporal,2,outer,2,train,NCT00378703
temporal,2,outer,2,train,NCT00821327
temporal,2,outer,2,train,NCT00179673
temporal,2,outer,2,train,NCT00516841
temporal,2,outer,2,train,NCT00112827
temporal,2,outer,2,train,NCT00081861
temporal,2,outer,2,train,NCT00318370
temporal,2,outer,2,train,NCT01108341
temporal,2,outer,2,train,NCT00284154
temporal,2,outer,2,train,NCT01256359
temporal,2,outer,2,train,NCT00861913
temporal,2,outer,2,train,NCT00462423
temporal,2,outer,2,train,NCT00068380
temporal,2,outer,2,train,NCT01421017
temporal,2,outer,2,train,NCT00705250
temporal,2,outer,2,train,NCT00905060
temporal,2,outer,2,train,NCT00112489
temporal,2,outer,2,train,NCT01498289
temporal,2,outer,2,train,NCT00439517
temporal,2,outer,2,train,NCT00096018
temporal,2,outer,2,train,NCT00599313
temporal,2,outer,2,train,NCT00617409
temporal,2,outer,2,train,NCT01020006
temporal,2,outer,2,train,NCT00867087
temporal,2,outer,2,train,NCT00332163
temporal,2,outer,2,train,NCT00179309
temporal,2,outer,2,train,NCT01165021
temporal,2,outer,2,train,NCT00114140
temporal,2,outer,2,train,NCT01460940
temporal,2,outer,2,train,NCT01530997
temporal,2,outer,2,train,NCT01554397
temporal,2,outer,2,train,NCT00551460
temporal,2,outer,2,train,NCT01470248
temporal,2,outer,2,train,NCT00992225
temporal,2,outer,2,train,NCT00550615
temporal,2,outer,2,train,NCT00994123
temporal,2,outer,2,train,NCT00047879
temporal,2,outer,2,train,NCT00344773
temporal,2,outer,2,train,NCT00814788
temporal,2,outer,2,train,NCT00580333
temporal,2,outer,2,train,NCT00866047
temporal,2,outer,2,train,NCT00357149
temporal,2,outer,2,train,NCT00796978
temporal,2,outer,2,train,NCT01114555
temporal,2,outer,2,train,NCT00412243
temporal,2,outer,2,train,NCT00436566
temporal,2,outer,2,train,NCT00324870
temporal,2,outer,2,train,NCT00727441
temporal,2,outer,2,train,NCT01373294
temporal,2,outer,2,train,NCT01458366
temporal,2,outer,2,train,NCT00096941
temporal,2,outer,2,train,NCT01016769
temporal,2,outer,2,train,NCT00483405
temporal,2,outer,2,train,NCT00911859
temporal,2,outer,2,train,NCT01621880
temporal,2,outer,2,train,NCT00465179
temporal,2,outer,2,train,NCT00512096
temporal,2,outer,2,train,NCT00125359
temporal,2,outer,2,train,NCT00558896
temporal,2,outer,2,train,NCT01665768
temporal,2,outer,2,train,NCT00879359
temporal,2,outer,2,train,NCT00864032
temporal,2,outer,2,train,NCT00469898
temporal,2,outer,2,train,NCT00381706
temporal,2,outer,2,train,NCT01423604
temporal,2,outer,2,train,NCT00234052
temporal,2,outer,2,train,NCT00383149
temporal,2,outer,2,train,NCT00193609
temporal,2,outer,2,train,NCT01431209
temporal,2,outer,2,train,NCT01427933
temporal,2,outer,2,train,NCT01325428
temporal,2,outer,2,train,NCT00529763
temporal,2,outer,2,train,NCT00828009
temporal,2,outer,2,train,NCT00612716
temporal,2,outer,2,train,NCT00470704
temporal,2,outer,2,train,NCT01207492
temporal,2,outer,2,train,NCT00520936
temporal,2,outer,2,train,NCT01468532
temporal,2,outer,2,train,NCT00423293
temporal,2,outer,2,train,NCT00524121
temporal,2,outer,2,train,NCT01388647
temporal,2,outer,2,train,NCT01118026
temporal,2,outer,2,train,NCT00413283
temporal,2,outer,2,train,NCT00023673
temporal,2,outer,2,train,NCT00432094
temporal,2,outer,2,train,NCT00821886
temporal,2,outer,2,train,NCT00072566
temporal,2,outer,2,train,NCT01643668
temporal,2,outer,2,train,NCT00798720
temporal,2,outer,2,train,NCT00784303
temporal,2,outer,2,train,NCT00062010
temporal,2,outer,2,train,NCT01351623
temporal,2,outer,2,train,NCT01449279
temporal,2,outer,2,train,NCT00242762
temporal,2,outer,2,train,NCT00003270
temporal,2,outer,2,train,NCT00820170
temporal,2,outer,2,train,NCT01593254
temporal,2,outer,2,train,NCT00045110
temporal,2,outer,2,train,NCT00741260
temporal,2,outer,2,train,NCT00258362
temporal,2,outer,2,train,NCT00612586
temporal,2,outer,2,train,NCT01495247
temporal,2,outer,2,train,NCT00305682
temporal,2,outer,2,train,NCT00632359
temporal,2,outer,2,train,NCT00473746
temporal,2,outer,2,train,NCT00700882
temporal,2,outer,2,train,NCT00126503
temporal,2,outer,2,train,NCT00794950
temporal,2,outer,2,train,NCT00642018
temporal,2,outer,2,train,NCT01248962
temporal,2,outer,2,train,NCT00243191
temporal,2,outer,2,train,NCT00183885
temporal,2,outer,2,train,NCT00699491
temporal,2,outer,2,train,NCT01074970
temporal,2,outer,2,train,NCT00652366
temporal,2,outer,2,train,NCT01671319
temporal,2,outer,2,train,NCT01091103
temporal,2,outer,2,train,NCT01701986
temporal,2,outer,2,train,NCT00058422
temporal,2,outer,2,train,NCT00281957
temporal,2,outer,2,train,NCT00535873
temporal,2,outer,2,train,NCT00346645
temporal,2,outer,2,train,NCT01246557
temporal,2,outer,2,train,NCT01250119
temporal,2,outer,2,train,NCT01535924
temporal,2,outer,2,train,NCT00314262
temporal,2,outer,2,train,NCT01111461
temporal,2,outer,2,train,NCT00710970
temporal,2,outer,2,train,NCT00408070
temporal,2,outer,2,train,NCT01068769
temporal,2,outer,2,train,NCT00952731
temporal,2,outer,2,train,NCT00454805
temporal,2,outer,2,train,NCT01279694
temporal,2,outer,2,train,NCT00717756
temporal,2,outer,2,train,NCT00822120
temporal,2,outer,2,train,NCT01593020
temporal,2,outer,2,train,NCT00063154
temporal,2,outer,2,train,NCT01076231
temporal,2,outer,2,train,NCT00245102
temporal,2,outer,2,train,NCT00467142
temporal,2,outer,2,train,NCT00103194
temporal,2,outer,2,train,NCT00788957
temporal,2,outer,2,train,NCT01469546
temporal,2,outer,2,train,NCT00940342
temporal,2,outer,2,train,NCT00942877
temporal,2,outer,2,train,NCT01125176
temporal,2,outer,2,train,NCT01138046
temporal,2,outer,2,train,NCT00376961
temporal,2,outer,2,train,NCT00089635
temporal,2,outer,2,train,NCT01057017
temporal,2,outer,2,train,NCT01027910
temporal,2,outer,2,train,NCT00253370
temporal,2,outer,2,train,NCT01051570
temporal,2,outer,2,train,NCT00410813
temporal,2,outer,2,train,NCT00439270
temporal,2,outer,2,train,NCT00400569
temporal,2,outer,2,train,NCT01083641
temporal,2,outer,2,train,NCT00374868
temporal,2,outer,2,train,NCT00095680
temporal,2,outer,2,train,NCT00094835
temporal,2,outer,2,train,NCT00534417
temporal,2,outer,2,train,NCT00134082
temporal,2,outer,2,train,NCT01197560
temporal,2,outer,2,train,NCT00900627
temporal,2,outer,2,train,NCT00408603
temporal,2,outer,2,train,NCT00130442
temporal,2,outer,2,train,NCT00003631
temporal,2,outer,2,train,NCT01576588
temporal,2,outer,2,train,NCT00599170
temporal,2,outer,2,train,NCT00495170
temporal,2,outer,2,train,NCT00679341
temporal,2,outer,2,train,NCT00364286
temporal,2,outer,2,train,NCT00510653
temporal,2,outer,2,train,NCT00002601
temporal,2,outer,2,train,NCT01776307
temporal,2,outer,2,validation,NCT02434081
temporal,2,outer,2,validation,NCT01935934
temporal,2,outer,2,validation,NCT01992653
temporal,2,outer,2,validation,NCT01794039
temporal,2,outer,2,validation,NCT02017964
temporal,2,outer,2,validation,NCT02654119
temporal,2,outer,2,validation,NCT01962103
temporal,2,outer,2,validation,NCT01763788
temporal,2,outer,2,validation,NCT01951157
temporal,2,outer,2,validation,NCT02454842
temporal,2,outer,2,validation,NCT02195011
temporal,2,outer,2,validation,NCT02178436
temporal,2,outer,2,validation,NCT02297139
temporal,2,outer,2,validation,NCT02312245
temporal,2,outer,2,validation,NCT02300545
temporal,2,outer,2,validation,NCT02041429
temporal,2,outer,2,validation,NCT02317991
temporal,2,outer,2,validation,NCT01853618
temporal,2,outer,2,validation,NCT02311361
temporal,2,outer,2,validation,NCT02102490
temporal,2,outer,2,validation,NCT02130466
temporal,2,outer,2,validation,NCT01927627
temporal,2,outer,2,validation,NCT02453594
temporal,2,outer,2,validation,NCT02247349
temporal,2,outer,2,validation,NCT01801111
temporal,2,outer,2,validation,NCT02420314
temporal,2,outer,2,validation,NCT02305758
temporal,2,outer,2,validation,NCT02064582
temporal,2,outer,2,validation,NCT02061085
temporal,2,outer,2,validation,NCT01875250
temporal,2,outer,2,validation,NCT02368691
temporal,2,outer,2,validation,NCT02055820
temporal,2,outer,2,validation,NCT02315326
temporal,2,outer,2,validation,NCT02302833
temporal,2,outer,2,validation,NCT02551432
temporal,2,outer,2,validation,NCT02429375
temporal,2,outer,2,validation,NCT02008539
temporal,2,outer,2,validation,NCT02389517
temporal,2,outer,2,validation,NCT01781026
temporal,2,outer,2,validation,NCT01698918
temporal,2,outer,2,validation,NCT02091531
temporal,2,outer,2,validation,NCT02273973
temporal,2,outer,2,validation,NCT02354586
temporal,2,outer,2,validation,NCT02447003
temporal,2,outer,2,validation,NCT01950390
temporal,2,outer,2,validation,NCT02213289
temporal,2,outer,2,validation,NCT01868893
temporal,2,outer,2,validation,NCT02466009
temporal,2,outer,2,validation,NCT02164916
temporal,2,outer,2,validation,NCT02303262
temporal,2,outer,2,validation,NCT02038946
temporal,2,outer,2,validation,NCT02561273
temporal,2,outer,2,validation,NCT02951767
temporal,2,outer,2,validation,NCT02019693
temporal,2,outer,2,validation,NCT02077881
temporal,2,outer,2,validation,NCT02101034
temporal,2,outer,2,validation,NCT01927744
temporal,2,outer,2,validation,NCT01769209
temporal,2,outer,2,validation,NCT02342587
temporal,2,outer,2,validation,NCT01820754
temporal,2,outer,2,validation,NCT02598960
temporal,2,outer,2,validation,NCT02267603
temporal,2,outer,2,validation,NCT01995669
temporal,2,outer,2,validation,NCT02206425
temporal,2,outer,2,validation,NCT02321540
temporal,2,outer,2,validation,NCT02316340
temporal,2,outer,2,validation,NCT02499120
temporal,2,outer,2,validation,NCT02071225
temporal,2,outer,2,validation,NCT02335424
temporal,2,outer,2,validation,NCT01990859
temporal,2,outer,2,validation,NCT02279862
temporal,2,outer,2,validation,NCT02514551
temporal,2,outer,2,validation,NCT02488759
temporal,2,outer,2,validation,NCT01637402
temporal,2,outer,2,validation,NCT02176213
temporal,2,outer,2,validation,NCT01983878
temporal,2,outer,2,validation,NCT02471313
temporal,2,outer,2,validation,NCT02052960
temporal,2,outer,2,validation,NCT02547662
temporal,2,outer,2,validation,NCT01853748
temporal,2,outer,2,validation,NCT02805725
temporal,2,outer,2,validation,NCT02500576
temporal,2,outer,2,validation,NCT02119676
temporal,2,outer,2,validation,NCT02060370
temporal,2,outer,2,validation,NCT02152137
temporal,2,outer,2,validation,NCT01876212
temporal,2,outer,2,validation,NCT01946165
temporal,2,outer,2,validation,NCT01807611
temporal,2,inner,0,train,NCT00108953
temporal,2,inner,0,train,NCT00111839
temporal,2,inner,0,train,NCT00176605
temporal,2,inner,0,train,NCT00611351
temporal,2,inner,0,train,NCT02006667
temporal,2,inner,0,train,NCT00301964
temporal,2,inner,0,train,NCT00399529
temporal,2,inner,0,train,NCT00335829
temporal,2,inner,0,train,NCT00494481
temporal,2,inner,0,train,NCT00126672
temporal,2,inner,0,train,NCT00216203
temporal,2,inner,0,train,NCT00361231
temporal,2,inner,0,train,NCT00287872
temporal,2,inner,0,train,NCT01135498
temporal,2,inner,0,train,NCT00089999
temporal,2,inner,0,train,NCT00071006
temporal,2,inner,0,train,NCT00103207
temporal,2,inner,0,train,NCT00305877
temporal,2,inner,0,train,NCT01996332
temporal,2,inner,0,train,NCT00166439
temporal,2,inner,0,train,NCT00390611
temporal,2,inner,0,train,NCT00409565
temporal,2,inner,0,train,NCT00004092
temporal,2,inner,0,train,NCT00586495
temporal,2,inner,0,train,NCT00039195
temporal,2,inner,0,train,NCT00515411
temporal,2,inner,0,train,NCT00271609
temporal,2,inner,0,train,NCT00371254
temporal,2,inner,0,train,NCT00085566
temporal,2,inner,0,train,NCT00119262
temporal,2,inner,0,train,NCT00672594
temporal,2,inner,0,train,NCT00182689
temporal,2,inner,0,train,NCT00313560
temporal,2,inner,0,train,NCT00360360
temporal,2,inner,0,train,NCT00161213
temporal,2,inner,0,train,NCT00137423
temporal,2,inner,0,train,NCT00345540
temporal,2,inner,0,train,NCT00387959
temporal,2,inner,0,train,NCT00267696
temporal,2,inner,0,train,NCT00774046
temporal,2,inner,0,train,NCT00185588
temporal,2,inner,0,train,NCT00859469
temporal,2,inner,0,train,NCT00271505
temporal,2,inner,0,train,NCT00004888
temporal,2,inner,0,train,NCT00216021
temporal,2,inner,0,train,NCT00269152
temporal,2,inner,0,train,NCT02280252
temporal,2,inner,0,train,NCT00562978
temporal,2,inner,0,train,NCT00444678
temporal,2,inner,0,train,NCT00368355
temporal,2,inner,0,train,NCT00118144
temporal,2,inner,0,train,NCT00238121
temporal,2,inner,0,train,NCT00579826
temporal,2,inner,0,train,NCT00499343
temporal,2,inner,0,train,NCT00438880
temporal,2,inner,0,train,NCT00039130
temporal,2,inner,0,train,NCT00117351
temporal,2,inner,0,train,NCT00309842
temporal,2,inner,0,train,NCT00057837
temporal,2,inner,0,train,NCT00427557
temporal,2,inner,0,train,NCT00323869
temporal,2,inner,0,train,NCT00890656
temporal,2,inner,0,train,NCT00066677
temporal,2,inner,0,train,NCT00398086
temporal,2,inner,0,train,NCT00129376
temporal,2,inner,0,train,NCT00219557
temporal,2,inner,0,train,NCT00473512
temporal,2,inner,0,train,NCT00369681
temporal,2,inner,0,train,NCT00411671
temporal,2,inner,0,train,NCT00124657
temporal,2,inner,0,train,NCT00113230
temporal,2,inner,0,train,NCT00493467
temporal,2,inner,0,train,NCT01131078
temporal,2,inner,0,train,NCT00468585
temporal,2,inner,0,train,NCT00201240
temporal,2,inner,0,train,NCT00457743
temporal,2,inner,0,train,NCT00244985
temporal,2,inner,0,train,NCT00288015
temporal,2,inner,0,train,NCT00038610
temporal,2,inner,0,train,NCT01534637
temporal,2,inner,0,train,NCT00515073
temporal,2,inner,0,train,NCT00179673
temporal,2,inner,0,train,NCT00112827
temporal,2,inner,0,train,NCT00081861
temporal,2,inner,0,train,NCT00318370
temporal,2,inner,0,train,NCT00284154
temporal,2,inner,0,train,NCT00068380
temporal,2,inner,0,train,NCT00112489
temporal,2,inner,0,train,NCT00096018
temporal,2,inner,0,train,NCT00332163
temporal,2,inner,0,train,NCT00179309
temporal,2,inner,0,train,NCT00114140
temporal,2,inner,0,train,NCT00047879
temporal,2,inner,0,train,NCT00344773
temporal,2,inner,0,train,NCT00357149
temporal,2,inner,0,train,NCT00412243
temporal,2,inner,0,train,NCT00324870
temporal,2,inner,0,train,NCT00096941
temporal,2,inner,0,train,NCT00483405
temporal,2,inner,0,train,NCT00512096
temporal,2,inner,0,train,NCT00125359
temporal,2,inner,0,train,NCT00469898
temporal,2,inner,0,train,NCT00381706
temporal,2,inner,0,train,NCT00234052
temporal,2,inner,0,train,NCT00193609
temporal,2,inner,0,train,NCT00612716
temporal,2,inner,0,train,NCT00423293
temporal,2,inner,0,train,NCT00524121
temporal,2,inner,0,train,NCT00413283
temporal,2,inner,0,train,NCT00023673
temporal,2,inner,0,train,NCT00432094
temporal,2,inner,0,train,NCT00072566
temporal,2,inner,0,train,NCT00062010
temporal,2,inner,0,train,NCT00242762
temporal,2,inner,0,train,NCT00003270
temporal,2,inner,0,train,NCT00045110
temporal,2,inner,0,train,NCT00258362
temporal,2,inner,0,train,NCT00305682
temporal,2,inner,0,train,NCT00473746
temporal,2,inner,0,train,NCT00126503
temporal,2,inner,0,train,NCT00243191
temporal,2,inner,0,train,NCT00183885
temporal,2,inner,0,train,NCT00058422
temporal,2,inner,0,train,NCT00346645
temporal,2,inner,0,train,NCT00314262
temporal,2,inner,0,train,NCT00408070
temporal,2,inner,0,train,NCT00063154
temporal,2,inner,0,train,NCT00245102
temporal,2,inner,0,train,NCT00103194
temporal,2,inner,0,train,NCT00940342
temporal,2,inner,0,train,NCT00376961
temporal,2,inner,0,train,NCT00089635
temporal,2,inner,0,train,NCT00253370
temporal,2,inner,0,train,NCT00400569
temporal,2,inner,0,train,NCT00374868
temporal,2,inner,0,train,NCT00095680
temporal,2,inner,0,train,NCT00094835
temporal,2,inner,0,train,NCT00134082
temporal,2,inner,0,train,NCT00408603
temporal,2,inner,0,train,NCT00130442
temporal,2,inner,0,train,NCT00003631
temporal,2,inner,0,train,NCT00495170
temporal,2,inner,0,train,NCT00364286
temporal,2,inner,0,train,NCT00510653
temporal,2,inner,0,train,NCT00002601
temporal,2,inner,0,validation,NCT01286077
temporal,2,inner,0,validation,NCT00923936
temporal,2,inner,0,validation,NCT00679367
temporal,2,inner,0,validation,NCT01093586
temporal,2,inner,0,validation,NCT00859937
temporal,2,inner,0,validation,NCT00577122
temporal,2,inner,0,validation,NCT00767819
temporal,2,inner,0,validation,NCT00712881
temporal,2,inner,0,validation,NCT00859222
temporal,2,inner,0,validation,NCT00744900
temporal,2,inner,0,validation,NCT01053949
temporal,2,inner,0,validation,NCT00460109
temporal,2,inner,0,validation,NCT00723099
temporal,2,inner,0,validation,NCT00578864
temporal,2,inner,0,validation,NCT00691301
temporal,2,inner,0,validation,NCT00598507
temporal,2,inner,0,validation,NCT00731211
temporal,2,inner,0,validation,NCT00372775
temporal,2,inner,0,validation,NCT00403403
temporal,2,inner,0,validation,NCT00679783
temporal,2,inner,0,validation,NCT00667394
temporal,2,inner,0,validation,NCT00948922
temporal,2,inner,0,validation,NCT00968253
temporal,2,inner,0,validation,NCT00881296
temporal,2,inner,0,validation,NCT00687297
temporal,2,inner,0,validation,NCT00567359
temporal,2,inner,0,validation,NCT01004003
temporal,2,inner,0,validation,NCT01088529
temporal,2,inner,0,validation,NCT00720356
temporal,2,inner,0,validation,NCT00439231
temporal,2,inner,0,validation,NCT00787761
temporal,2,inner,0,validation,NCT00520403
temporal,2,inner,0,validation,NCT00602771
temporal,2,inner,0,validation,NCT00436644
temporal,2,inner,0,validation,NCT00550771
temporal,2,inner,0,validation,NCT00409006
temporal,2,inner,0,validation,NCT00867321
temporal,2,inner,0,validation,NCT00463060
temporal,2,inner,0,validation,NCT00942825
temporal,2,inner,0,validation,NCT00921115
temporal,2,inner,0,validation,NCT00742625
temporal,2,inner,0,validation,NCT00847015
temporal,2,inner,0,validation,NCT00459108
temporal,2,inner,0,validation,NCT00790855
temporal,2,inner,0,validation,NCT00885755
temporal,2,inner,0,validation,NCT00924326
temporal,2,inner,0,validation,NCT00824746
temporal,2,inner,0,validation,NCT00796549
temporal,2,inner,0,validation,NCT01095094
temporal,2,inner,0,validation,NCT00813293
temporal,2,inner,0,validation,NCT00661193
temporal,2,inner,0,validation,NCT00537381
temporal,2,inner,0,validation,NCT00775593
temporal,2,inner,0,validation,NCT00459875
temporal,2,inner,0,validation,NCT00432172
