mode,fold,role,nct_id,year
temporal,2,train,NCT00439231,2007
temporal,2,train,NCT01216683,2011
temporal,2,train,NCT00787761,2007
temporal,2,train,NCT00859469,2004
temporal,2,train,NCT00271505,2005
temporal,2,train,NCT00520403,2007
temporal,2,train,NCT00004888,2001
temporal,2,train,NCT00216021,2004
temporal,2,train,NCT00602771,2008
temporal,2,train,NCT01256398,2010
temporal,2,train,NCT00269152,2005
temporal,2,train,NCT00436644,2007
temporal,2,train,NCT02280252,2005
temporal,2,train,NCT00550771,2007
temporal,2,train,NCT00409006,2007
temporal,2,train,NCT00867321,2009
temporal,2,train,NCT01174238,2010
temporal,2,train,NCT00562978,2000
temporal,2,train,NCT00444678,2004
temporal,2,train,NCT01136733,2010
temporal,2,train,NCT00463060,2007
temporal,2,train,NCT00942825,2009
temporal,2,train,NCT00368355,2000
temporal,2,train,NCT00921115,2009
temporal,2,train,NCT00742625,2008
temporal,2,train,NCT00847015,2009
temporal,2,train,NCT00459108,2007
temporal,2,train,NCT01505413,2011
temporal,2,train,NCT01305213,2011
temporal,2,train,NCT00118144,2005
temporal,2,train,NCT00238121,2005
temporal,2,train,NCT00790855,2008
temporal,2,train,NCT00579826,2006
temporal,2,train,NCT00885755,2009
temporal,2,train,NCT01451515,2012
temporal,2,train,NCT00924326,2009
temporal,2,train,NCT00824746,2009
temporal,2,train,NCT00499343,2004
temporal,2,train,NCT00796549,2008
temporal,2,train,NCT01646125,2012
temporal,2,train,NCT01264705,2011
temporal,2,train,NCT00438880,2004
temporal,2,train,NCT01095094,2009
temporal,2,train,NCT01348919,2011
temporal,2,train,NCT01133665,2010
temporal,2,train,NCT01310036,2011
temporal,2,train,NCT00813293,2009
temporal,2,train,NCT00661193,2008
temporal,2,train,NCT00039130,2002
temporal,2,train,NCT00537381,2007
temporal,2,train,NCT00775593,2008
temporal,2,train,NCT01124734,2010
temporal,2,train,NCT00117351,2005
temporal,2,train,NCT00459875,2007
temporal,2,train,NCT00309842,2005
temporal,2,train,NCT01246986,2011
temporal,2,train,NCT00057837,2004
temporal,2,train,NCT00427557,2006
temporal,2,train,NCT00323869,2006
temporal,2,train,NCT00432172,2007
temporal,2,train,NCT00890656,2003
temporal,2,train,NCT00066677,2003
temporal,2,train,NCT00633594,2008
temporal,2,train,NCT00398086,2006
temporal,2,train,NCT01332266,2011
temporal,2,train,NCT00129376,2003
temporal,2,train,NCT00826241,2009
temporal,2,train,NCT00517595,2007
temporal,2,train,NCT00219557,2005
temporal,2,train,NCT00875667,2009
temporal,2,train,NCT01340430,2011
temporal,2,train,NCT00473512,2005
temporal,2,train,NCT00369681,2006
temporal,2,train,NCT00778830,2009
temporal,2,train,NCT00372619,2007
temporal,2,train,NCT00411671,2006
temporal,2,train,NCT00887575,2009
temporal,2,train,NCT00900757,2009
temporal,2,train,NCT00124657,2005
temporal,2,train,NCT00711828,2008
temporal,2,train,NCT00113230,2005
temporal,2,train,NCT01091428,2010
temporal,2,train,NCT00545792,2007
temporal,2,train,NCT01203267,2007
temporal,2,train,NCT00493467,2006
temporal,2,train,NCT01397825,2011
temporal,2,train,NCT01131078,2005
temporal,2,train,NCT00468585,2005
temporal,2,train,NCT00737243,2008
temporal,2,train,NCT00201240,2005
temporal,2,train,NCT01232452,2011
temporal,2,train,NCT00862784,2009
temporal,2,train,NCT00457743,2005
temporal,2,train,NCT00815308,2009
temporal,2,train,NCT00244985,2005
temporal,2,train,NCT01111825,2010
temporal,2,train,NCT00288015,2005
temporal,2,train,NCT01698879,2009
temporal,2,train,NCT00959647,2009
temporal,2,train,NCT01313078,2010
temporal,2,train,NCT01004250,2009
temporal,2,train,NCT00986674,2009
temporal,2,train,NCT00038610,2001
temporal,2,train,NCT01763710,2012
temporal,2,train,NCT01045460,2010
temporal,2,train,NCT00881751,2009
temporal,2,train,NCT00800839,2008
temporal,2,train,NCT00517829,2007
temporal,2,train,NCT00537095,2007
temporal,2,train,NCT01534637,2006
temporal,2,train,NCT00532129,2007
temporal,2,train,NCT00553202,2008
temporal,2,train,NCT01298570,2011
temporal,2,train,NCT00329641,2011
temporal,2,train,NCT00515073,2001
temporal,2,train,NCT01633541,2012
temporal,2,train,NCT00709761,2008
temporal,2,train,NCT00378703,2007
temporal,2,train,NCT00821327,2008
temporal,2,train,NCT00179673,2005
temporal,2,train,NCT00516841,2007
temporal,2,train,NCT00112827,2004
temporal,2,train,NCT00081861,2004
temporal,2,train,NCT00318370,2006
temporal,2,train,NCT01108341,2010
temporal,2,train,NCT00284154,2006
temporal,2,train,NCT01256359,2010
temporal,2,train,NCT00861913,2009
temporal,2,train,NCT00462423,2007
temporal,2,train,NCT00068380,2004
temporal,2,train,NCT01421017,2011
temporal,2,train,NCT00705250,2008
temporal,2,train,NCT00905060,2009
temporal,2,train,NCT00112489,2005
temporal,2,train,NCT01498289,2012
temporal,2,train,NCT00439517,2007
temporal,2,train,NCT00096018,2002
temporal,2,train,NCT00599313,2007
temporal,2,train,NCT00617409,2007
temporal,2,train,NCT01020006,2009
temporal,2,train,NCT00867087,2009
temporal,2,train,NCT00332163,2006
temporal,2,train,NCT00179309,2005
temporal,2,train,NCT01165021,2010
temporal,2,train,NCT00114140,2005
temporal,2,train,NCT01460940,2011
temporal,2,train,NCT01530997,2012
temporal,2,train,NCT01554397,2011
temporal,2,train,NCT00551460,2007
temporal,2,train,NCT01470248,2011
temporal,2,train,NCT00992225,2009
temporal,2,train,NCT00550615,2007
temporal,2,train,NCT00994123,2010
temporal,2,train,NCT00047879,2002
temporal,2,train,NCT00344773,2006
temporal,2,train,NCT00814788,2008
temporal,2,train,NCT00580333,2007
temporal,2,train,NCT00866047,2009
temporal,2,train,NCT00357149,2003
temporal,2,train,NCT00796978,2009
temporal,2,train,NCT01114555,2010
temporal,2,train,NCT00412243,2006
temporal,2,train,NCT00436566,2007
temporal,2,train,NCT00324870,2006
temporal,2,train,NCT00727441,2008
temporal,2,train,NCT01373294,2011
temporal,2,train,NCT01458366,2011
temporal,2,train,NCT00096941,2005
temporal,2,train,NCT01016769,2009
temporal,2,train,NCT00483405,2006
temporal,2,train,NCT00911859,2009
temporal,2,train,NCT01621880,2012
temporal,2,train,NCT00465179,2007
temporal,2,train,NCT00512096,1999
temporal,2,train,NCT00125359,2005
temporal,2,train,NCT00558896,2007
temporal,2,train,NCT01665768,2012
temporal,2,train,NCT00879359,2007
temporal,2,train,NCT00864032,2009
temporal,2,train,NCT00469898,2003
temporal,2,train,NCT00381706,2006
temporal,2,train,NCT01423604,2011
temporal,2,train,NCT00234052,2005
temporal,2,train,NCT00383149,2007
temporal,2,train,NCT00193609,2004
temporal,2,train,NCT01431209,2011
temporal,2,train,NCT01427933,2011
temporal,2,train,NCT01325428,2011
temporal,2,train,NCT00529763,2007
temporal,2,train,NCT00828009,2011
temporal,2,train,NCT00612716,1999
temporal,2,train,NCT00470704,2007
temporal,2,train,NCT01207492,2010
temporal,2,train,NCT00520936,2007
temporal,2,train,NCT01468532,2011
temporal,2,train,NCT00423293,2006
temporal,2,train,NCT00524121,2006
temporal,2,train,NCT01388647,2011
temporal,2,train,NCT01118026,2010
temporal,2,train,NCT00413283,2006
temporal,2,train,NCT00023673,2001
temporal,2,train,NCT00432094,2006
temporal,2,train,NCT00821886,2009
temporal,2,train,NCT00072566,2003
temporal,2,train,NCT01643668,2012
temporal,2,train,NCT00798720,2008
temporal,2,train,NCT00784303,2008
temporal,2,train,NCT00062010,2004
temporal,2,train,NCT01351623,2011
temporal,2,train,NCT01449279,2011
temporal,2,train,NCT00242762,2003
temporal,2,train,NCT00003270,1997
temporal,2,train,NCT00820170,2009
temporal,2,train,NCT01593254,2012
temporal,2,train,NCT00045110,2002
temporal,2,train,NCT00741260,2008
temporal,2,train,NCT00258362,2005
temporal,2,train,NCT00612586,2008
temporal,2,train,NCT01495247,2012
temporal,2,train,NCT00305682,2005
temporal,2,train,NCT00632359,2008
temporal,2,train,NCT00473746,2006
temporal,2,train,NCT00700882,2009
temporal,2,train,NCT00126503,2005
temporal,2,train,NCT00794950,2009
temporal,2,train,NCT00642018,2008
temporal,2,train,NCT01248962,2010
temporal,2,train,NCT00243191,2006
temporal,2,train,NCT00183885,2004
temporal,2,train,NCT00699491,2008
temporal,2,train,NCT01074970,2010
temporal,2,train,NCT00652366,2008
temporal,2,train,NCT01671319,2011
temporal,2,train,NCT01091103,2010
temporal,2,train,NCT01701986,2012
temporal,2,train,NCT00058422,2003
temporal,2,train,NCT00281957,2007
temporal,2,train,NCT00535873,2007
temporal,2,train,NCT00346645,2006
temporal,2,train,NCT01246557,2009
temporal,2,train,NCT01250119,2011
temporal,2,train,NCT01535924,2012
temporal,2,train,NCT00314262,2006
temporal,2,train,NCT01111461,2010
temporal,2,train,NCT00710970,2007
temporal,2,train,NCT00408070,2006
temporal,2,train,NCT01068769,2010
temporal,2,train,NCT00952731,2009
temporal,2,train,NCT00454805,2007
temporal,2,train,NCT01279694,2010
temporal,2,train,NCT00717756,2009
temporal,2,train,NCT00822120,2009
temporal,2,train,NCT01593020,2012
temporal,2,train,NCT00063154,2003
temporal,2,train,NCT01076231,2010
temporal,2,train,NCT00245102,2005
temporal,2,train,NCT00467142,2007
temporal,2,train,NCT00103194,2005
temporal,2,train,NCT00788957,2008
temporal,2,train,NCT01469546,2012
temporal,2,train,NCT00940342,2004
temporal,2,train,NCT00942877,2009
temporal,2,train,NCT01125176,2012
temporal,2,train,NCT01138046,2010
temporal,2,train,NCT00376961,2006
temporal,2,train,NCT00089635,2004
temporal,2,train,NCT01057017,2010
temporal,2,train,NCT01027910,2009
temporal,2,train,NCT00253370,2005
temporal,2,train,NCT01051570,2010
temporal,2,train,NCT00410813,2007
temporal,2,train,NCT00439270,2007
temporal,2,train,NCT00400569,2006
temporal,2,train,NCT01083641,2010
temporal,2,train,NCT00374868,2006
temporal,2,train,NCT00095680,2004
temporal,2,train,NCT00094835,2005
temporal,2,train,NCT00534417,2007
temporal,2,train,NCT00134082,2005
temporal,2,train,NCT01197560,2010
temporal,2,train,NCT00900627,2009
temporal,2,train,NCT00408603,2006
temporal,2,train,NCT00130442,2005
temporal,2,train,NCT00003631,1998
temporal,2,train,NCT01576588,2011
temporal,2,train,NCT00599170,2008
temporal,2,train,NCT00495170,2006
temporal,2,train,NCT00679341,2008
temporal,2,train,NCT00364286,2006
temporal,2,train,NCT00510653,2002
temporal,2,train,NCT00002601,1994
temporal,2,train,NCT01776307,2012
temporal,2,validation,NCT02434081,2015
temporal,2,validation,NCT01935934,2013
temporal,2,validation,NCT01992653,2013
temporal,2,validation,NCT01794039,2014
temporal,2,validation,NCT02017964,2013
temporal,2,validation,NCT02654119,2015
temporal,2,validation,NCT01962103,2013
temporal,2,validation,NCT01763788,2013
temporal,2,validation,NCT01951157,2013
temporal,2,validation,NCT02454842,2015
temporal,2,validation,NCT02195011,2014
temporal,2,validation,NCT02178436,2014
temporal,2,validation,NCT02297139,2015
temporal,2,validation,NCT02312245,2015
temporal,2,validation,NCT02300545,2015
temporal,2,validation,NCT02041429,2014
temporal,2,validation,NCT02317991,2015
temporal,2,validation,NCT01853618,2013
temporal,2,validation,NCT02311361,2015
temporal,2,validation,NCT02102490,2014
temporal,2,validation,NCT02130466,2014
temporal,2,validation,NCT01927627,2013
temporal,2,validation,NCT02453594,2015
temporal,2,validation,NCT02247349,2014
temporal,2,validation,NCT01801111,2013
temporal,2,validation,NCT02420314,2015
temporal,2,validation,NCT02305758,2014
temporal,2,validation,NCT02064582,2014
temporal,2,validation,NCT02061085,2013
temporal,2,validation,NCT01875250,2013
temporal,2,validation,NCT02368691,2015
temporal,2,validation,NCT02055820,2013
temporal,2,validation,NCT02315326,2014
temporal,2,validation,NCT02302833,2015
temporal,2,validation,NCT02551432,2015
temporal,2,validation,NCT02429375,2015
temporal,2,validation,NCT02008539,2013
temporal,2,validation,NCT02389517,2015
temporal,2,validation,NCT01781026,2013
temporal,2,validation,NCT01698918,2013
temporal,2,validation,NCT02091531,2014
temporal,2,validation,NCT02273973,2014
temporal,2,validation,NCT02354586,2015
temporal,2,validation,NCT02447003,2015
temporal,2,validation,NCT01950390,2014
temporal,2,validation,NCT02213289,2015
temporal,2,validation,NCT01868893,2013
temporal,2,validation,NCT02466009,2015
temporal,2,validation,NCT02164916,2014
temporal,2,validation,NCT02303262,2015
temporal,2,validation,NCT02038946,2014
temporal,2,validation,NCT02561273,2015
temporal,2,validation,NCT02951767,2014
temporal,2,validation,NCT02019693,2014
temporal,2,validation,NCT02077881,2014
temporal,2,validation,NCT02101034,2014
temporal,2,validation,NCT01927744,2013
temporal,2,validation,NCT01769209,2013
temporal,2,validation,NCT02342587,2014
temporal,2,validation,NCT01820754,2013
temporal,2,validation,NCT02598960,2015
temporal,2,validation,NCT02267603,2014
temporal,2,validation,NCT01995669,2014
temporal,2,validation,NCT02206425,2014
temporal,2,validation,NCT02321540,2015
temporal,2,validation,NCT02316340,2015
temporal,2,validation,NCT02499120,2015
temporal,2,validation,NCT02071225,2014
temporal,2,validation,NCT02335424,2015
temporal,2,validation,NCT01990859,2013
temporal,2,validation,NCT02279862,2014
temporal,2,validation,NCT02514551,2015
temporal,2,validation,NCT02488759,2015
temporal,2,validation,NCT01637402,2013
temporal,2,validation,NCT02176213,2014
temporal,2,validation,NCT01983878,2013
temporal,2,validation,NCT02471313,2015
temporal,2,validation,NCT02052960,2014
temporal,2,validation,NCT02547662,2015
temporal,2,validation,NCT01853748,2013
temporal,2,validation,NCT02805725,2015
temporal,2,validation,NCT02500576,2015
temporal,2,validation,NCT02119676,2014
temporal,2,validation,NCT02060370,2014
temporal,2,validation,NCT02152137,2014
temporal,2,validation,NCT01876212,2014
temporal,2,validation,NCT01946165,2013
temporal,2,validation,NCT01807611,2013
unseen_target_disease_pair,0,train,NCT00108953,2005
unseen_target_disease_pair,0,train,NCT02434081,2015
unseen_target_disease_pair,0,train,NCT01051557,2010
unseen_target_disease_pair,0,train,NCT01935934,2013
unseen_target_disease_pair,0,train,NCT00111839,2005
unseen_target_disease_pair,0,train,NCT00176605,2005
unseen_target_disease_pair,0,train,NCT00611351,2005
unseen_target_disease_pair,0,train,NCT01794039,2014
unseen_target_disease_pair,0,train,NCT02006667,2001
unseen_target_disease_pair,0,train,NCT00679367,2008
unseen_target_disease_pair,0,train,NCT00301964,2006
unseen_target_disease_pair,0,train,NCT02017964,2013
unseen_target_disease_pair,0,train,NCT01093586,2007
unseen_target_disease_pair,0,train,NCT00859937,2009
unseen_target_disease_pair,0,train,NCT01087970,2010
unseen_target_disease_pair,0,train,NCT00335829,2006
unseen_target_disease_pair,0,train,NCT00494481,2006
unseen_target_disease_pair,0,train,NCT00577122,2007
unseen_target_disease_pair,0,train,NCT01962103,2013
unseen_target_disease_pair,0,train,NCT00126672,2005
unseen_target_disease_pair,0,train,NCT00216203,2005
unseen_target_disease_pair,0,train,NCT02454842,2015
unseen_target_disease_pair,0,train,NCT00361231,2006
unseen_target_disease_pair,0,train,NCT01350245,2010
unseen_target_disease_pair,0,train,NCT00744900,2008
unseen_target_disease_pair,0,train,NCT02195011,2014
unseen_target_disease_pair,0,train,NCT00940316,2010
unseen_target_disease_pair,0,train,NCT01053949,2009
unseen_target_disease_pair,0,train,NCT01135498,2006
unseen_target_disease_pair,0,train,NCT01146795,2010
unseen_target_disease_pair,0,train,NCT00723099,2008
unseen_target_disease_pair,0,train,NCT02178436,2014
unseen_target_disease_pair,0,train,NCT01660711,2012
unseen_target_disease_pair,0,train,NCT00578864,2007
unseen_target_disease_pair,0,train,NCT00103207,2005
unseen_target_disease_pair,0,train,NCT02297139,2015
unseen_target_disease_pair,0,train,NCT00305877,2006
unseen_target_disease_pair,0,train,NCT01996332,2004
unseen_target_disease_pair,0,train,NCT01532687,2012
unseen_target_disease_pair,0,train,NCT00166439,2005
unseen_target_disease_pair,0,train,NCT01126736,2010
unseen_target_disease_pair,0,train,NCT00409565,2006
unseen_target_disease_pair,0,train,NCT00731211,2008
unseen_target_disease_pair,0,train,NCT01462695,2012
unseen_target_disease_pair,0,train,NCT01750281,2012
unseen_target_disease_pair,0,train,NCT00004092,1999
unseen_target_disease_pair,0,train,NCT00515411,2006
unseen_target_disease_pair,0,train,NCT00371254,2006
unseen_target_disease_pair,0,train,NCT02312245,2015
unseen_target_disease_pair,0,train,NCT01418742,2011
unseen_target_disease_pair,0,train,NCT02300545,2015
unseen_target_disease_pair,0,train,NCT01057589,2010
unseen_target_disease_pair,0,train,NCT01492088,2012
unseen_target_disease_pair,0,train,NCT02041429,2014
unseen_target_disease_pair,0,train,NCT00679783,2008
unseen_target_disease_pair,0,train,NCT00968253,2009
unseen_target_disease_pair,0,train,NCT00119262,2005
unseen_target_disease_pair,0,train,NCT02317991,2015
unseen_target_disease_pair,0,train,NCT01853618,2013
unseen_target_disease_pair,0,train,NCT00182689,2005
unseen_target_disease_pair,0,train,NCT00313560,2006
unseen_target_disease_pair,0,train,NCT00360360,2006
unseen_target_disease_pair,0,train,NCT00161213,2005
unseen_target_disease_pair,0,train,NCT00137423,2005
unseen_target_disease_pair,0,train,NCT02311361,2015
unseen_target_disease_pair,0,train,NCT01262820,2010
unseen_target_disease_pair,0,train,NCT00345540,2006
unseen_target_disease_pair,0,train,NCT00669162,2012
unseen_target_disease_pair,0,train,NCT00387959,2006
unseen_target_disease_pair,0,train,NCT00267696,2005
unseen_target_disease_pair,0,train,NCT00567359,2007
unseen_target_disease_pair,0,train,NCT02102490,2014
unseen_target_disease_pair,0,train,NCT02130466,2014
unseen_target_disease_pair,0,train,NCT01004003,2009
unseen_target_disease_pair,0,train,NCT02597322,2012
unseen_target_disease_pair,0,train,NCT00185588,2004
unseen_target_disease_pair,0,train,NCT01211483,2010
unseen_target_disease_pair,0,train,NCT01014351,2010
unseen_target_disease_pair,0,train,NCT00720356,2009
unseen_target_disease_pair,0,train,NCT00439231,2007
unseen_target_disease_pair,0,train,NCT00787761,2007
unseen_target_disease_pair,0,train,NCT02453594,2015
unseen_target_disease_pair,0,train,NCT00520403,2007
unseen_target_disease_pair,0,train,NCT00216021,2004
unseen_target_disease_pair,0,train,NCT02247349,2014
unseen_target_disease_pair,0,train,NCT02280252,2005
unseen_target_disease_pair,0,train,NCT01801111,2013
unseen_target_disease_pair,0,train,NCT02420314,2015
unseen_target_disease_pair,0,train,NCT00409006,2007
unseen_target_disease_pair,0,train,NCT02305758,2014
unseen_target_disease_pair,0,train,NCT00867321,2009
unseen_target_disease_pair,0,train,NCT01174238,2010
unseen_target_disease_pair,0,train,NCT00444678,2004
unseen_target_disease_pair,0,train,NCT01136733,2010
unseen_target_disease_pair,0,train,NCT02061085,2013
unseen_target_disease_pair,0,train,NCT00463060,2007
unseen_target_disease_pair,0,train,NCT00368355,2000
unseen_target_disease_pair,0,train,NCT00742625,2008
unseen_target_disease_pair,0,train,NCT00847015,2009
unseen_target_disease_pair,0,train,NCT00459108,2007
unseen_target_disease_pair,0,train,NCT01505413,2011
unseen_target_disease_pair,0,train,NCT02368691,2015
unseen_target_disease_pair,0,train,NCT01305213,2011
unseen_target_disease_pair,0,train,NCT02055820,2013
unseen_target_disease_pair,0,train,NCT02315326,2014
unseen_target_disease_pair,0,train,NCT00118144,2005
unseen_target_disease_pair,0,train,NCT00579826,2006
unseen_target_disease_pair,0,train,NCT00924326,2009
unseen_target_disease_pair,0,train,NCT00824746,2009
unseen_target_disease_pair,0,train,NCT00796549,2008
unseen_target_disease_pair,0,train,NCT01646125,2012
unseen_target_disease_pair,0,train,NCT01264705,2011
unseen_target_disease_pair,0,train,NCT01095094,2009
unseen_target_disease_pair,0,train,NCT01348919,2011
unseen_target_disease_pair,0,train,NCT01133665,2010
unseen_target_disease_pair,0,train,NCT01310036,2011
unseen_target_disease_pair,0,train,NCT00813293,2009
unseen_target_disease_pair,0,train,NCT00661193,2008
unseen_target_disease_pair,0,train,NCT00039130,2002
unseen_target_disease_pair,0,train,NCT00775593,2008
unseen_target_disease_pair,0,train,NCT02551432,2015
unseen_target_disease_pair,0,train,NCT00117351,2005
unseen_target_disease_pair,0,train,NCT00459875,2007
unseen_target_disease_pair,0,train,NCT00309842,2005
unseen_target_disease_pair,0,train,NCT01246986,2011
unseen_target_disease_pair,0,train,NCT00057837,2004
unseen_target_disease_pair,0,train,NCT00427557,2006
unseen_target_disease_pair,0,train,NCT00432172,2007
unseen_target_disease_pair,0,train,NCT00066677,2003
unseen_target_disease_pair,0,train,NCT00398086,2006
unseen_target_disease_pair,0,train,NCT01332266,2011
unseen_target_disease_pair,0,train,NCT00129376,2003
unseen_target_disease_pair,0,train,NCT00826241,2009
unseen_target_disease_pair,0,train,NCT00219557,2005
unseen_target_disease_pair,0,train,NCT00875667,2009
unseen_target_disease_pair,0,train,NCT02429375,2015
unseen_target_disease_pair,0,train,NCT00778830,2009
unseen_target_disease_pair,0,train,NCT00411671,2006
unseen_target_disease_pair,0,train,NCT00887575,2009
unseen_target_disease_pair,0,train,NCT00900757,2009
unseen_target_disease_pair,0,train,NCT00124657,2005
unseen_target_disease_pair,0,train,NCT00113230,2005
unseen_target_disease_pair,0,train,NCT01091428,2010
unseen_target_disease_pair,0,train,NCT00545792,2007
unseen_target_disease_pair,0,train,NCT02008539,2013
unseen_target_disease_pair,0,train,NCT01203267,2007
unseen_target_disease_pair,0,train,NCT02389517,2015
unseen_target_disease_pair,0,train,NCT01131078,2005
unseen_target_disease_pair,0,train,NCT00468585,2005
unseen_target_disease_pair,0,train,NCT00737243,2008
unseen_target_disease_pair,0,train,NCT01232452,2011
unseen_target_disease_pair,0,train,NCT00862784,2009
unseen_target_disease_pair,0,train,NCT00457743,2005
unseen_target_disease_pair,0,train,NCT00815308,2009
unseen_target_disease_pair,0,train,NCT01781026,2013
unseen_target_disease_pair,0,train,NCT00959647,2009
unseen_target_disease_pair,0,train,NCT01313078,2010
unseen_target_disease_pair,0,train,NCT00986674,2009
unseen_target_disease_pair,0,train,NCT01698918,2013
unseen_target_disease_pair,0,train,NCT01763710,2012
unseen_target_disease_pair,0,train,NCT01045460,2010
unseen_target_disease_pair,0,train,NCT00800839,2008
unseen_target_disease_pair,0,train,NCT00537095,2007
unseen_target_disease_pair,0,train,NCT01534637,2006
unseen_target_disease_pair,0,train,NCT00532129,2007
unseen_target_disease_pair,0,train,NCT00553202,2008
unseen_target_disease_pair,0,train,NCT01298570,2011
unseen_target_disease_pair,0,train,NCT02273973,2014
unseen_target_disease_pair,0,train,NCT00329641,2011
unseen_target_disease_pair,0,train,NCT02354586,2015
unseen_target_disease_pair,0,train,NCT01633541,2012
unseen_target_disease_pair,0,train,NCT00821327,2008
unseen_target_disease_pair,0,train,NCT00179673,2005
unseen_target_disease_pair,0,train,NCT00516841,2007
unseen_target_disease_pair,0,train,NCT00112827,2004
unseen_target_disease_pair,0,train,NCT00081861,2004
unseen_target_disease_pair,0,train,NCT00318370,2006
unseen_target_disease_pair,0,train,NCT02447003,2015
unseen_target_disease_pair,0,train,NCT00284154,2006
unseen_target_disease_pair,0,train,NCT01256359,2010
unseen_target_disease_pair,0,train,NCT00861913,2009
unseen_target_disease_pair,0,train,NCT00462423,2007
unseen_target_disease_pair,0,train,NCT01421017,2011
unseen_target_disease_pair,0,train,NCT00905060,2009
unseen_target_disease_pair,0,train,NCT01950390,2014
unseen_target_disease_pair,0,train,NCT00112489,2005
unseen_target_disease_pair,0,train,NCT01498289,2012
unseen_target_disease_pair,0,train,NCT02213289,2015
unseen_target_disease_pair,0,train,NCT00439517,2007
unseen_target_disease_pair,0,train,NCT00096018,2002
unseen_target_disease_pair,0,train,NCT01868893,2013
unseen_target_disease_pair,0,train,NCT01020006,2009
unseen_target_disease_pair,0,train,NCT00332163,2006
unseen_target_disease_pair,0,train,NCT02466009,2015
unseen_target_disease_pair,0,train,NCT00179309,2005
unseen_target_disease_pair,0,train,NCT02164916,2014
unseen_target_disease_pair,0,train,NCT00114140,2005
unseen_target_disease_pair,0,train,NCT01460940,2011
unseen_target_disease_pair,0,train,NCT01470248,2011
unseen_target_disease_pair,0,train,NCT00992225,2009
unseen_target_disease_pair,0,train,NCT00994123,2010
unseen_target_disease_pair,0,train,NCT00344773,2006
unseen_target_disease_pair,0,train,NCT00580333,2007
unseen_target_disease_pair,0,train,NCT00866047,2009
unseen_target_disease_pair,0,train,NCT00412243,2006
unseen_target_disease_pair,0,train,NCT00324870,2006
unseen_target_disease_pair,0,train,NCT00727441,2008
unseen_target_disease_pair,0,train,NCT01373294,2011
unseen_target_disease_pair,0,train,NCT01458366,2011
unseen_target_disease_pair,0,train,NCT00096941,2005
unseen_target_disease_pair,0,train,NCT01016769,2009
unseen_target_disease_pair,0,train,NCT00465179,2007
unseen_target_disease_pair,0,train,NCT00512096,1999
unseen_target_disease_pair,0,train,NCT00125359,2005
unseen_target_disease_pair,0,train,NCT00558896,2007
unseen_target_disease_pair,0,train,NCT02038946,2014
unseen_target_disease_pair,0,train,NCT00879359,2007
unseen_target_disease_pair,0,train,NCT02561273,2015
unseen_target_disease_pair,0,train,NCT00864032,2009
unseen_target_disease_pair,0,train,NCT00469898,2003
unseen_target_disease_pair,0,train,NCT00381706,2006
unseen_target_disease_pair,0,train,NCT00383149,2007
unseen_target_disease_pair,0,train,NCT01431209,2011
unseen_target_disease_pair,0,train,NCT01427933,2011
unseen_target_disease_pair,0,train,NCT01325428,2011
unseen_target_disease_pair,0,train,NCT02951767,2014
unseen_target_disease_pair,0,train,NCT02019693,2014
unseen_target_disease_pair,0,train,NCT02077881,2014
unseen_target_disease_pair,0,train,NCT02101034,2014
unseen_target_disease_pair,0,train,NCT00612716,1999
unseen_target_disease_pair,0,train,NCT01207492,2010
unseen_target_disease_pair,0,train,NCT01927744,2013
unseen_target_disease_pair,0,train,NCT01769209,2013
unseen_target_disease_pair,0,train,NCT01468532,2011
unseen_target_disease_pair,0,train,NCT00524121,2006
unseen_target_disease_pair,0,train,NCT01820754,2013
unseen_target_disease_pair,0,train,NCT00023673,2001
unseen_target_disease_pair,0,train,NCT00432094,2006
unseen_target_disease_pair,0,train,NCT00072566,2003
unseen_target_disease_pair,0,train,NCT02598960,2015
unseen_target_disease_pair,0,train,NCT00798720,2008
unseen_target_disease_pair,0,train,NCT00784303,2008
unseen_target_disease_pair,0,train,NCT02267603,2014
unseen_target_disease_pair,0,train,NCT02206425,2014
unseen_target_disease_pair,0,train,NCT01449279,2011
unseen_target_disease_pair,0,train,NCT00003270,1997
unseen_target_disease_pair,0,train,NCT00820170,2009
unseen_target_disease_pair,0,train,NCT02321540,2015
unseen_target_disease_pair,0,train,NCT00612586,2008
unseen_target_disease_pair,0,train,NCT01495247,2012
unseen_target_disease_pair,0,train,NCT02316340,2015
unseen_target_disease_pair,0,train,NCT02499120,2015
unseen_target_disease_pair,0,train,NCT00305682,2005
unseen_target_disease_pair,0,train,NCT00632359,2008
unseen_target_disease_pair,0,train,NCT02071225,2014
unseen_target_disease_pair,0,train,NCT00700882,2009
unseen_target_disease_pair,0,train,NCT00794950,2009
unseen_target_disease_pair,0,train,NCT00642018,2008
unseen_target_disease_pair,0,train,NCT01248962,2010
unseen_target_disease_pair,0,train,NCT00243191,2006
unseen_target_disease_pair,0,train,NCT02335424,2015
unseen_target_disease_pair,0,train,NCT01990859,2013
unseen_target_disease_pair,0,train,NCT00183885,2004
unseen_target_disease_pair,0,train,NCT00699491,2008
unseen_target_disease_pair,0,train,NCT01074970,2010
unseen_target_disease_pair,0,train,NCT00652366,2008
unseen_target_disease_pair,0,train,NCT01671319,2011
unseen_target_disease_pair,0,train,NCT00281957,2007
unseen_target_disease_pair,0,train,NCT00535873,2007
unseen_target_disease_pair,0,train,NCT00346645,2006
unseen_target_disease_pair,0,train,NCT01246557,2009
